id,title,price,category,rating,created_at,updated_at
203,Close to You,49.46,Books,4,2025-07-07 16:27:02.677747+00,2025-07-07 16:27:02.677747+00
204,Chasing Heaven: What Dying Taught Me About Living,37.80,Books,2,2025-07-07 16:27:03.002348+00,2025-07-07 16:27:03.002348+00
205,Big Magic: Creative Living Beyond Fear,30.80,Books,3,2025-07-07 16:27:03.302212+00,2025-07-07 16:27:03.302212+00
206,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,Books,2,2025-07-07 16:27:03.613362+00,2025-07-07 16:27:03.613362+00
207,Beauty Restored (Riley Family Legacy Novellas #3),11.11,Books,2,2025-07-07 16:27:03.931887+00,2025-07-07 16:27:03.931887+00
208,Batman: The Long Halloween (Batman),36.50,Books,2,2025-07-07 16:27:04.239781+00,2025-07-07 16:27:04.239781+00
209,Batman: The Dark Knight Returns (Batman),15.38,Books,5,2025-07-07 16:27:04.557664+00,2025-07-07 16:27:04.557664+00
210,Ayumi's Violin,15.48,Books,2,2025-07-07 16:27:04.879212+00,2025-07-07 16:27:04.879212+00
211,Anonymous,46.82,Books,4,2025-07-07 16:27:05.184324+00,2025-07-07 16:27:05.184324+00
212,Amy Meets the Saints and Sages,18.46,Books,3,2025-07-07 16:27:05.4687+00,2025-07-07 16:27:05.4687+00
213,Amid the Chaos,36.58,Books,1,2025-07-07 16:27:05.789275+00,2025-07-07 16:27:05.789275+00
214,Amatus,50.54,Books,5,2025-07-07 16:27:06.091634+00,2025-07-07 16:27:06.091634+00
215,Agnostic: A Spirited Manifesto,12.51,Books,5,2025-07-07 16:27:06.390827+00,2025-07-07 16:27:06.390827+00
216,Zealot: The Life and Times of Jesus of Nazareth,24.70,Books,3,2025-07-07 16:27:06.703272+00,2025-07-07 16:27:06.703272+00
217,You (You #1),43.61,Books,5,2025-07-07 16:27:07.03618+00,2025-07-07 16:27:07.03618+00
218,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,Books,4,2025-07-07 16:27:07.337298+00,2025-07-07 16:27:07.337298+00
219,Wild Swans,14.36,Books,2,2025-07-07 16:27:07.661117+00,2025-07-07 16:27:07.661117+00
220,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Books,4,2025-07-07 16:27:07.965659+00,2025-07-07 16:27:07.965659+00
221,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.20,Books,4,2025-07-07 16:27:08.285075+00,2025-07-07 16:27:08.285075+00
222,What's It Like in Space?: Stories from Astronauts Who've Been There,19.60,Books,2,2025-07-07 16:27:08.604629+00,2025-07-07 16:27:08.604629+00
223,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.90,Books,1,2025-07-07 16:27:08.915049+00,2025-07-07 16:27:08.915049+00
224,Walt Disney's Alice in Wonderland,12.96,Books,5,2025-07-07 16:27:09.265393+00,2025-07-07 16:27:09.265393+00
225,V for Vendetta (V for Vendetta Complete),37.10,Books,4,2025-07-07 16:27:09.580481+00,2025-07-07 16:27:09.580481+00
226,Until Friday Night (The Field Party #1),46.31,Books,2,2025-07-07 16:27:09.887041+00,2025-07-07 16:27:09.887041+00
227,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Books,2,2025-07-07 16:27:10.219759+00,2025-07-07 16:27:10.219759+00
228,Twenty Yawns,22.08,Books,2,2025-07-07 16:27:10.533886+00,2025-07-07 16:27:10.533886+00
229,Through the Woods,25.38,Books,2,2025-07-07 16:27:10.820374+00,2025-07-07 16:27:10.820374+00
230,This Is Where It Ends,27.12,Books,2,2025-07-07 16:27:11.130783+00,2025-07-07 16:27:11.130783+00
231,The Year of Magical Thinking,43.04,Books,2,2025-07-07 16:27:11.438085+00,2025-07-07 16:27:11.438085+00
232,The Wright Brothers,56.80,Books,4,2025-07-07 16:27:11.738927+00,2025-07-07 16:27:11.738927+00
233,The White Queen (The Cousins' War #1),25.91,Books,5,2025-07-07 16:27:12.032646+00,2025-07-07 16:27:12.032646+00
234,The Wedding Pact (The O'Malleys #2),32.61,Books,3,2025-07-07 16:27:12.360404+00,2025-07-07 16:27:12.360404+00
235,The Time Keeper,27.88,Books,5,2025-07-07 16:27:12.664025+00,2025-07-07 16:27:12.664025+00
236,The Testament of Mary,52.67,Books,4,2025-07-07 16:27:12.952788+00,2025-07-07 16:27:12.952788+00
237,The Star-Touched Queen,46.02,Books,5,2025-07-07 16:27:13.247919+00,2025-07-07 16:27:13.247919+00
238,The Songs of the Gods,44.48,Books,5,2025-07-07 16:27:13.557766+00,2025-07-07 16:27:13.557766+00
239,The Song of Achilles,37.40,Books,5,2025-07-07 16:27:13.873958+00,2025-07-07 16:27:13.873958+00
240,The Rosie Project (Don Tillman #1),54.04,Books,1,2025-07-07 16:27:14.175908+00,2025-07-07 16:27:14.175908+00
241,The Power of Habit: Why We Do What We Do in Life and Business,16.88,Books,3,2025-07-07 16:27:14.484989+00,2025-07-07 16:27:14.484989+00
242,The Marriage of Opposites,28.08,Books,4,2025-07-07 16:27:14.77603+00,2025-07-07 16:27:14.77603+00
243,The Lucifer Effect: Understanding How Good People Turn Evil,10.40,Books,1,2025-07-07 16:27:15.083053+00,2025-07-07 16:27:15.083053+00
244,The Long Haul (Diary of a Wimpy Kid #9),44.07,Books,1,2025-07-07 16:27:15.391484+00,2025-07-07 16:27:15.391484+00
245,The Loney,23.40,Books,1,2025-07-07 16:27:15.701148+00,2025-07-07 16:27:15.701148+00
246,The Literature Book (Big Ideas Simply Explained),17.43,Books,3,2025-07-07 16:27:15.992745+00,2025-07-07 16:27:15.992745+00
247,The Last Mile (Amos Decker #2),54.21,Books,2,2025-07-07 16:27:16.297475+00,2025-07-07 16:27:16.297475+00
248,The Immortal Life of Henrietta Lacks,40.67,Books,2,2025-07-07 16:27:16.591148+00,2025-07-07 16:27:16.591148+00
249,The Hidden Oracle (The Trials of Apollo #1),52.26,Books,2,2025-07-07 16:27:16.887878+00,2025-07-07 16:27:16.887878+00
250,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Books,3,2025-07-07 16:27:17.185812+00,2025-07-07 16:27:17.185812+00
251,The Guilty (Will Robie #4),13.82,Books,2,2025-07-07 16:27:17.492902+00,2025-07-07 16:27:17.492902+00
252,The First Hostage (J.B. Collins #2),25.85,Books,3,2025-07-07 16:27:17.802539+00,2025-07-07 16:27:17.802539+00
253,The Dovekeepers,48.78,Books,1,2025-07-07 16:27:18.122281+00,2025-07-07 16:27:18.122281+00
254,The Darkest Lie,35.35,Books,5,2025-07-07 16:27:18.439718+00,2025-07-07 16:27:18.439718+00
255,The Bane Chronicles (The Bane Chronicles #1-11),44.73,Books,4,2025-07-07 16:27:18.747259+00,2025-07-07 16:27:18.747259+00
256,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,Books,1,2025-07-07 16:27:19.082443+00,2025-07-07 16:27:19.082443+00
257,The 14th Colony (Cotton Malone #11),39.24,Books,1,2025-07-07 16:27:19.391082+00,2025-07-07 16:27:19.391082+00
258,That Darkness (Gardiner and Renner #1),13.92,Books,1,2025-07-07 16:27:19.685977+00,2025-07-07 16:27:19.685977+00
259,Tastes Like Fear (DI Marnie Rome #3),10.69,Books,1,2025-07-07 16:27:20.001704+00,2025-07-07 16:27:20.001704+00
260,Take Me with You,45.21,Books,3,2025-07-07 16:27:20.2988+00,2025-07-07 16:27:20.2988+00
261,Swell: A Year of Waves,45.58,Books,1,2025-07-07 16:27:20.611619+00,2025-07-07 16:27:20.611619+00
262,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,Books,5,2025-07-07 16:27:20.939054+00,2025-07-07 16:27:20.939054+00
263,Still Life with Bread Crumbs,26.41,Books,3,2025-07-07 16:27:21.239041+00,2025-07-07 16:27:21.239041+00
264,Steve Jobs,39.50,Books,5,2025-07-07 16:27:21.575653+00,2025-07-07 16:27:21.575653+00
265,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Books,4,2025-07-07 16:27:21.888438+00,2025-07-07 16:27:21.888438+00
266,Someone Like You (The Harrisons #2),52.79,Books,5,2025-07-07 16:27:22.205903+00,2025-07-07 16:27:22.205903+00
267,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,Books,4,2025-07-07 16:27:22.513736+00,2025-07-07 16:27:22.513736+00
268,Shtum,55.84,Books,4,2025-07-07 16:27:22.862686+00,2025-07-07 16:27:22.862686+00
269,See America: A Celebration of Our National Parks & Treasured Sites,48.87,Books,3,2025-07-07 16:27:23.195821+00,2025-07-07 16:27:23.195821+00
270,salt.,46.78,Books,4,2025-07-07 16:27:23.51698+00,2025-07-07 16:27:23.51698+00
271,Robin War,47.82,Books,3,2025-07-07 16:27:23.823156+00,2025-07-07 16:27:23.823156+00
272,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,Books,2,2025-07-07 16:27:24.159397+00,2025-07-07 16:27:24.159397+00
273,Rain Fish,23.57,Books,3,2025-07-07 16:27:24.480199+00,2025-07-07 16:27:24.480199+00
274,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Books,5,2025-07-07 16:27:24.802296+00,2025-07-07 16:27:24.802296+00
275,Pet Sematary,10.56,Books,3,2025-07-07 16:27:25.179504+00,2025-07-07 16:27:25.179504+00
276,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Books,3,2025-07-07 16:27:25.496437+00,2025-07-07 16:27:25.496437+00
277,Once Was a Time,18.28,Books,2,2025-07-07 16:27:25.796576+00,2025-07-07 16:27:25.796576+00
278,Old School (Diary of a Wimpy Kid #10),11.83,Books,5,2025-07-07 16:27:26.116129+00,2025-07-07 16:27:26.116129+00
279,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Books,2,2025-07-07 16:27:26.440228+00,2025-07-07 16:27:26.440228+00
280,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,Books,2,2025-07-07 16:27:26.746845+00,2025-07-07 16:27:26.746845+00
281,My Name Is Lucy Barton,41.56,Books,1,2025-07-07 16:27:27.038836+00,2025-07-07 16:27:27.038836+00
282,My Mrs. Brown,24.48,Books,3,2025-07-07 16:27:27.342602+00,2025-07-07 16:27:27.342602+00
283,My Kind of Crazy,40.36,Books,1,2025-07-07 16:27:27.642456+00,2025-07-07 16:27:27.642456+00
284,Mr. Mercedes (Bill Hodges Trilogy #1),28.90,Books,1,2025-07-07 16:27:27.95611+00,2025-07-07 16:27:27.95611+00
285,More Than Music (Chasing the Dream #1),37.61,Books,2,2025-07-07 16:27:28.278533+00,2025-07-07 16:27:28.278533+00
286,Made to Stick: Why Some Ideas Survive and Others Die,38.85,Books,5,2025-07-07 16:27:28.590403+00,2025-07-07 16:27:28.590403+00
287,Luis Paints the World,53.95,Books,3,2025-07-07 16:27:28.908819+00,2025-07-07 16:27:28.908819+00
288,Luckiest Girl Alive,49.83,Books,3,2025-07-07 16:27:29.210329+00,2025-07-07 16:27:29.210329+00
289,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,Books,2,2025-07-07 16:27:29.515795+00,2025-07-07 16:27:29.515795+00
290,Love Is a Mix Tape (Music #1),18.03,Books,1,2025-07-07 16:27:29.845176+00,2025-07-07 16:27:29.845176+00
291,Looking for Lovely: Collecting the Moments that Matter,29.14,Books,5,2025-07-07 16:27:30.150814+00,2025-07-07 16:27:30.150814+00
292,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Books,4,2025-07-07 16:27:30.483701+00,2025-07-07 16:27:30.483701+00
293,Let It Out: A Journey Through Journaling,26.79,Books,5,2025-07-07 16:27:30.786623+00,2025-07-07 16:27:30.786623+00
294,Lady Midnight (The Dark Artifices #1),16.28,Books,5,2025-07-07 16:27:31.078178+00,2025-07-07 16:27:31.078178+00
295,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,Books,1,2025-07-07 16:27:31.377562+00,2025-07-07 16:27:31.377562+00
296,Island of Dragons (Unwanteds #7),29.65,Books,1,2025-07-07 16:27:31.742269+00,2025-07-07 16:27:31.742269+00
297,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Books,4,2025-07-07 16:27:32.036229+00,2025-07-07 16:27:32.036229+00
298,I Am Pilgrim (Pilgrim #1),10.60,Books,4,2025-07-07 16:27:32.353939+00,2025-07-07 16:27:32.353939+00
299,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Books,5,2025-07-07 16:27:32.676665+00,2025-07-07 16:27:32.676665+00
300,"Hush, Hush (Hush, Hush #1)",47.02,Books,3,2025-07-07 16:27:32.984664+00,2025-07-07 16:27:32.984664+00
301,Hold Your Breath (Search and Rescue #1),28.82,Books,1,2025-07-07 16:27:33.275939+00,2025-07-07 16:27:33.275939+00
302,Hamilton: The Revolution,58.79,Books,3,2025-07-07 16:27:33.58488+00,2025-07-07 16:27:33.58488+00
303,Greek Mythic History,10.23,Books,5,2025-07-07 16:27:33.902142+00,2025-07-07 16:27:33.902142+00
304,God: The Most Unpleasant Character in All Fiction,30.03,Books,5,2025-07-07 16:27:34.187108+00,2025-07-07 16:27:34.187108+00
305,Glory over Everything: Beyond The Kitchen House,45.84,Books,3,2025-07-07 16:27:34.482812+00,2025-07-07 16:27:34.482812+00
306,Feathers: Displays of Brilliant Plumage,49.05,Books,3,2025-07-07 16:27:34.807029+00,2025-07-07 16:27:34.807029+00
307,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Books,4,2025-07-07 16:27:35.100579+00,2025-07-07 16:27:35.100579+00
308,Every Last Word,46.47,Books,3,2025-07-07 16:27:35.422267+00,2025-07-07 16:27:35.422267+00
309,Eligible (The Austen Project #4),27.09,Books,3,2025-07-07 16:27:35.742092+00,2025-07-07 16:27:35.742092+00
310,El Deafo,57.62,Books,5,2025-07-07 16:27:36.042494+00,2025-07-07 16:27:36.042494+00
311,Eight Hundred Grapes,14.39,Books,4,2025-07-07 16:27:36.358696+00,2025-07-07 16:27:36.358696+00
312,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Books,5,2025-07-07 16:27:36.657098+00,2025-07-07 16:27:36.657098+00
313,"Eat Fat, Get Thin",54.07,Books,2,2025-07-07 16:27:36.967344+00,2025-07-07 16:27:36.967344+00
314,Don't Get Caught,55.35,Books,1,2025-07-07 16:27:37.267445+00,2025-07-07 16:27:37.267445+00
315,Doctor Sleep (The Shining #2),40.12,Books,2,2025-07-07 16:27:37.583052+00,2025-07-07 16:27:37.583052+00
316,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Books,5,2025-07-07 16:27:37.910759+00,2025-07-07 16:27:37.910759+00
317,Dear Mr. Knightley,11.21,Books,5,2025-07-07 16:27:38.225658+00,2025-07-07 16:27:38.225658+00
318,Daily Fantasy Sports,36.58,Books,1,2025-07-07 16:27:38.541519+00,2025-07-07 16:27:38.541519+00
319,Crazy Love: Overwhelmed by a Relentless God,47.72,Books,2,2025-07-07 16:27:38.833129+00,2025-07-07 16:27:38.833129+00
320,Cometh the Hour (The Clifton Chronicles #6),25.01,Books,3,2025-07-07 16:27:39.144264+00,2025-07-07 16:27:39.144264+00
321,Code Name Verity (Code Name Verity #1),22.13,Books,4,2025-07-07 16:27:39.456726+00,2025-07-07 16:27:39.456726+00
322,Clockwork Angel (The Infernal Devices #1),44.14,Books,1,2025-07-07 16:27:39.757086+00,2025-07-07 16:27:39.757086+00
323,City of Glass (The Mortal Instruments #3),56.02,Books,4,2025-07-07 16:27:40.072351+00,2025-07-07 16:27:40.072351+00
324,City of Fallen Angels (The Mortal Instruments #4),11.23,Books,4,2025-07-07 16:27:40.373295+00,2025-07-07 16:27:40.373295+00
325,City of Bones (The Mortal Instruments #1),43.28,Books,1,2025-07-07 16:27:40.687552+00,2025-07-07 16:27:40.687552+00
326,City of Ashes (The Mortal Instruments #2),47.27,Books,1,2025-07-07 16:27:41.015487+00,2025-07-07 16:27:41.015487+00
327,Cell,20.29,Books,4,2025-07-07 16:27:41.326637+00,2025-07-07 16:27:41.326637+00
328,Catching Jordan (Hundred Oaks),50.83,Books,3,2025-07-07 16:27:41.647231+00,2025-07-07 16:27:41.647231+00
329,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Books,3,2025-07-07 16:27:41.96943+00,2025-07-07 16:27:41.96943+00
330,Carrie,46.23,Books,2,2025-07-07 16:27:42.384785+00,2025-07-07 16:27:42.384785+00
331,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.80,Books,4,2025-07-07 16:27:42.676842+00,2025-07-07 16:27:42.676842+00
332,Brain on Fire: My Month of Madness,49.32,Books,5,2025-07-07 16:27:42.984784+00,2025-07-07 16:27:42.984784+00
333,Batman: Europa,32.01,Books,2,2025-07-07 16:27:43.333172+00,2025-07-07 16:27:43.333172+00
334,Barefoot Contessa Back to Basics,28.01,Books,1,2025-07-07 16:27:43.655483+00,2025-07-07 16:27:43.655483+00
335,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Books,5,2025-07-07 16:27:43.952757+00,2025-07-07 16:27:43.952757+00
336,Balloon Animals,17.03,Books,3,2025-07-07 16:27:44.256862+00,2025-07-07 16:27:44.256862+00
337,Art Ops Vol. 1,48.80,Books,3,2025-07-07 16:27:44.557559+00,2025-07-07 16:27:44.557559+00
338,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Books,4,2025-07-07 16:27:44.853923+00,2025-07-07 16:27:44.853923+00
339,Angels Walking (Angels Walking #1),34.20,Books,2,2025-07-07 16:27:45.162614+00,2025-07-07 16:27:45.162614+00
340,Angels & Demons (Robert Langdon #1),51.48,Books,3,2025-07-07 16:27:45.459136+00,2025-07-07 16:27:45.459136+00
341,All the Light We Cannot See,29.87,Books,5,2025-07-07 16:27:45.756881+00,2025-07-07 16:27:45.756881+00
342,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.90,Books,2,2025-07-07 16:27:46.061776+00,2025-07-07 16:27:46.061776+00
343,Abstract City,56.37,Books,5,2025-07-07 16:27:46.375514+00,2025-07-07 16:27:46.375514+00
344,A Time of Torment (Charlie Parker #14),48.35,Books,5,2025-07-07 16:27:46.688291+00,2025-07-07 16:27:46.688291+00
345,A Study in Scarlet (Sherlock Holmes #1),16.73,Books,2,2025-07-07 16:27:47.000179+00,2025-07-07 16:27:47.000179+00
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Books,2,2025-07-07 16:27:47.295842+00,2025-07-07 16:27:47.295842+00
347,A People's History of the United States,40.79,Books,2,2025-07-07 16:27:47.586354+00,2025-07-07 16:27:47.586354+00
348,A Man Called Ove,39.72,Books,1,2025-07-07 16:27:47.895002+00,2025-07-07 16:27:47.895002+00
349,A Distant Mirror: The Calamitous 14th Century,14.58,Books,3,2025-07-07 16:27:48.228805+00,2025-07-07 16:27:48.228805+00
350,A Brush of Wings (Angels Walking #3),55.51,Books,1,2025-07-07 16:27:48.52501+00,2025-07-07 16:27:48.52501+00
351,1491: New Revelations of the Americas Before Columbus,21.80,Books,3,2025-07-07 16:27:48.836727+00,2025-07-07 16:27:48.836727+00
352,"The Three Searches, Meaning, and the Story",13.33,Books,3,2025-07-07 16:27:49.137776+00,2025-07-07 16:27:49.137776+00
353,Searching for Meaning in Gailana,38.73,Books,1,2025-07-07 16:27:49.441718+00,2025-07-07 16:27:49.441718+00
354,Rook,37.86,Books,4,2025-07-07 16:27:49.745056+00,2025-07-07 16:27:49.745056+00
355,My Kitchen Year: 136 Recipes That Saved My Life,11.53,Books,2,2025-07-07 16:27:50.053714+00,2025-07-07 16:27:50.053714+00
356,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,Books,1,2025-07-07 16:27:50.370069+00,2025-07-07 16:27:50.370069+00
357,Will You Won't You Want Me?,13.86,Books,3,2025-07-07 16:27:50.67056+00,2025-07-07 16:27:50.67056+00
358,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,Books,1,2025-07-07 16:27:50.971386+00,2025-07-07 16:27:50.971386+00
359,The Silent Sister (Riley MacPherson #1),46.29,Books,5,2025-07-07 16:27:51.430447+00,2025-07-07 16:27:51.430447+00
360,The Midnight Watch: A Novel of the Titanic and the Californian,26.20,Books,1,2025-07-07 16:27:51.761782+00,2025-07-07 16:27:51.761782+00
361,The Lonely City: Adventures in the Art of Being Alone,33.26,Books,2,2025-07-07 16:27:52.060866+00,2025-07-07 16:27:52.060866+00
362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Books,4,2025-07-07 16:27:52.364459+00,2025-07-07 16:27:52.364459+00
363,The Golden Condom: And Other Essays on Love Lost and Found,39.43,Books,1,2025-07-07 16:27:52.670935+00,2025-07-07 16:27:52.670935+00
364,The Epidemic (The Program 0.6),14.44,Books,5,2025-07-07 16:27:52.965266+00,2025-07-07 16:27:52.965266+00
365,The Dinner Party,56.54,Books,2,2025-07-07 16:27:53.259336+00,2025-07-07 16:27:53.259336+00
366,The Diary of a Young Girl,59.90,Books,3,2025-07-07 16:27:53.570571+00,2025-07-07 16:27:53.570571+00
367,The Children,11.88,Books,3,2025-07-07 16:27:53.886432+00,2025-07-07 16:27:53.886432+00
368,Stars Above (The Lunar Chronicles #4.5),48.05,Books,2,2025-07-07 16:27:54.191102+00,2025-07-07 16:27:54.191102+00
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Books,3,2025-07-07 16:27:54.490773+00,2025-07-07 16:27:54.490773+00
370,Raspberry Pi Electronics Projects for the Evil Genius,49.67,Books,4,2025-07-07 16:27:54.797208+00,2025-07-07 16:27:54.797208+00
371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,Books,1,2025-07-07 16:27:55.094151+00,2025-07-07 16:27:55.094151+00
372,Psycho: Sanitarium (Psycho #1.5),36.97,Books,5,2025-07-07 16:27:55.383701+00,2025-07-07 16:27:55.383701+00
373,Poisonous (Max Revere Novels #3),26.80,Books,3,2025-07-07 16:27:55.677661+00,2025-07-07 16:27:55.677661+00
374,One with You (Crossfire #5),15.71,Books,4,2025-07-07 16:27:55.986418+00,2025-07-07 16:27:55.986418+00
375,No Love Allowed (Dodge Cove #1),54.65,Books,4,2025-07-07 16:27:56.288742+00,2025-07-07 16:27:56.288742+00
376,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,Books,4,2025-07-07 16:27:56.586933+00,2025-07-07 16:27:56.586933+00
377,Most Wanted,35.28,Books,3,2025-07-07 16:27:56.894736+00,2025-07-07 16:27:56.894736+00
378,"Love, Lies and Spies",20.55,Books,2,2025-07-07 16:27:57.184156+00,2025-07-07 16:27:57.184156+00
379,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Books,5,2025-07-07 16:27:57.477851+00,2025-07-07 16:27:57.477851+00
380,Hide Away (Eve Duncan #20),11.84,Books,1,2025-07-07 16:27:57.781346+00,2025-07-07 16:27:57.781346+00
381,Furiously Happy: A Funny Book About Horrible Things,41.46,Books,4,2025-07-07 16:27:58.07432+00,2025-07-07 16:27:58.07432+00
382,Everyday Italian: 125 Simple and Delicious Recipes,20.10,Books,5,2025-07-07 16:27:58.370507+00,2025-07-07 16:27:58.370507+00
383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,Books,1,2025-07-07 16:27:58.660502+00,2025-07-07 16:27:58.660502+00
384,Eleanor & Park,56.51,Books,5,2025-07-07 16:27:58.945872+00,2025-07-07 16:27:58.945872+00
385,Dirty (Dive Bar #1),40.83,Books,4,2025-07-07 16:27:59.263576+00,2025-07-07 16:27:59.263576+00
386,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,Books,1,2025-07-07 16:27:59.557332+00,2025-07-07 16:27:59.557332+00
387,Boar Island (Anna Pigeon #19),59.48,Books,3,2025-07-07 16:27:59.877811+00,2025-07-07 16:27:59.877811+00
388,A Paris Apartment,39.01,Books,4,2025-07-07 16:28:00.190216+00,2025-07-07 16:28:00.190216+00
389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,Books,1,2025-07-07 16:28:00.482483+00,2025-07-07 16:28:00.482483+00
390,Troublemaker: Surviving Hollywood and Scientology,48.39,Books,2,2025-07-07 16:28:00.801595+00,2025-07-07 16:28:00.801595+00
391,The Widow,27.26,Books,2,2025-07-07 16:28:01.104666+00,2025-07-07 16:28:01.104666+00
392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Books,4,2025-07-07 16:28:01.396601+00,2025-07-07 16:28:01.396601+00
393,The Improbability of Love,59.45,Books,1,2025-07-07 16:28:01.699601+00,2025-07-07 16:28:01.699601+00
394,The Art of Startup Fundraising,21.00,Books,3,2025-07-07 16:28:02.012598+00,2025-07-07 16:28:02.012598+00
395,Take Me Home Tonight (Rock Star Romance #3),53.98,Books,3,2025-07-07 16:28:02.311228+00,2025-07-07 16:28:02.311228+00
396,Sleeping Giants (Themis Files #1),48.74,Books,1,2025-07-07 16:28:02.602683+00,2025-07-07 16:28:02.602683+00
397,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Books,2,2025-07-07 16:28:02.904678+00,2025-07-07 16:28:02.904678+00
398,Playing with Fire,13.71,Books,3,2025-07-07 16:28:03.216152+00,2025-07-07 16:28:03.216152+00
399,Off the Hook (Fishing for Trouble #1),47.67,Books,3,2025-07-07 16:28:03.511202+00,2025-07-07 16:28:03.511202+00
400,Mothering Sunday,13.34,Books,2,2025-07-07 16:28:03.810352+00,2025-07-07 16:28:03.810352+00
401,"Mother, Can You Not?",16.89,Books,5,2025-07-07 16:28:04.104266+00,2025-07-07 16:28:04.104266+00
402,M Train,27.18,Books,1,2025-07-07 16:28:04.397527+00,2025-07-07 16:28:04.397527+00
403,Lilac Girls,17.28,Books,2,2025-07-07 16:28:04.741008+00,2025-07-07 16:28:04.741008+00
404,Lies and Other Acts of Love,45.14,Books,1,2025-07-07 16:28:05.03842+00,2025-07-07 16:28:05.03842+00
405,Lab Girl,40.85,Books,1,2025-07-07 16:28:05.33092+00,2025-07-07 16:28:05.33092+00
406,Keep Me Posted,20.46,Books,4,2025-07-07 16:28:05.624679+00,2025-07-07 16:28:05.624679+00
407,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Books,3,2025-07-07 16:28:05.925985+00,2025-07-07 16:28:05.925985+00
408,Grey (Fifty Shades #4),48.49,Books,4,2025-07-07 16:28:06.234954+00,2025-07-07 16:28:06.234954+00
409,"Exit, Pursued by a Bear",51.34,Books,4,2025-07-07 16:28:06.552638+00,2025-07-07 16:28:06.552638+00
410,Daredevils,16.34,Books,3,2025-07-07 16:28:06.858973+00,2025-07-07 16:28:06.858973+00
411,Cravings: Recipes for What You Want to Eat,20.50,Books,3,2025-07-07 16:28:07.179732+00,2025-07-07 16:28:07.179732+00
412,Born for This: How to Find the Work You Were Meant to Do,21.59,Books,5,2025-07-07 16:28:07.483029+00,2025-07-07 16:28:07.483029+00
413,Arena,21.36,Books,4,2025-07-07 16:28:07.775328+00,2025-07-07 16:28:07.775328+00
414,Adultery,20.88,Books,5,2025-07-07 16:28:08.083825+00,2025-07-07 16:28:08.083825+00
